Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,101,70,9831,98.02,0.00,0.02,05515163
2,101,100,9800,97.02,0.00,0.02,05515163
3,101,130,9769,96.02,0.00,0.02,05515163
4,101,158,9741,95.10,0.00,0.02,05515163
5,101,187,9712,94.15,0.00,0.02,05515163
6,101,217,9682,93.15,0.00,0.02,05515163
7,101,246,9654,92.22,0.00,0.02,05515163
8,101,275,9624,91.30,0.00,0.02,05515163
9,101,303,9596,90.48,0.00,0.02,05515163
10,101,330,9569,89.77,0.00,0.02,05515163
11,101,358,9543,88.99,0.00,0.02,05515163
12,102,388,9512,87.13,0.00,0.04,05515163
13,102,415,9483,86.37,0.00,0.04,05515163
14,102,441,9457,85.92,0.00,0.04,05515163
15,102,460,9439,85.92,0.00,0.04,05515163
16,102,487,9412,85.06,0.00,0.04,05515163
17,102,515,9383,84.26,0.00,0.04,05515163
18,103,543,9356,82.50,0.00,0.06,05515163
19,103,570,9328,81.74,0.00,0.06,05515163
20,103,596,9301,81.05,0.00,0.06,05515163
21,103,624,9273,80.10,0.00,0.06,05515163
22,104,649,9249,78.84,0.00,0.08,05515163
23,104,673,9224,78.51,0.00,0.08,05515163
24,104,698,9199,77.88,0.00,0.08,05515163
25,104,723,9173,77.40,0.00,0.08,05515163
26,105,750,9148,75.90,0.00,0.10,05515163
27,105,777,9119,75.17,0.00,0.10,05515163
28,105,806,9090,74.36,0.00,0.10,05515163
29,105,832,9064,73.93,0.00,0.10,05515163
30,106,855,9041,72.71,0.00,0.11,05515163
31,106,877,9018,72.25,0.00,0.11,05515163
32,107,902,8994,70.93,0.00,0.13,05515163
33,107,928,8966,70.11,0.00,0.13,05515163
34,107,949,8944,69.63,0.00,0.13,05515163
35,107,973,8921,69.36,0.00,0.13,05515163
36,108,999,8895,67.90,0.00,0.15,05515163
37,109,1023,8873,66.98,0.00,0.17,05515163
38,109,1045,8846,66.77,0.00,0.17,05515163
39,109,1067,8824,66.56,0.00,0.17,05515163
40,109,1090,8803,65.95,0.00,0.17,05515163
41,110,1116,8777,64.67,0.00,0.18,05515163
42,110,1143,8748,63.89,0.00,0.18,05515163
